Data,Open,High,Low,Close
7/18/2006,2866.2,2932.09,2866.2,2917.75
7/19/2006,2923.32,2941.9,2897.49,2934.78
7/20/2006,3001.93,3052.8,2992.99,3045.11
7/21/2006,3018.58,3049.41,3008.85,3024.01
7/24/2006,3013.6,3043.81,3003.42,3035.74
7/25/2006,3054.05,3086.71,3030.34,3059.43
7/26/2006,3058.63,3087.78,3038.36,3075.32
7/27/2006,3110.64,3186.32,3099.05,3186.32
7/28/2006,3176.8,3206.38,3150.42,3191.3
7/31/2006,3196.54,3224.68,3164.57,3191.25
8/1/2006,3209.76,3212.72,3124.35,3126.34
8/2/2006,3128.1,3140.45,3062,3097.77
8/3/2006,3099.03,3099.03,2987.5,2995.47
8/4/2006,3010.47,3047.79,2974.26,3036.78
8/7/2006,3008.88,3023.79,2951.47,3005.78
8/8/2006,3012.77,3026.34,2981.62,2998.53
8/9/2006,3019.82,3076.66,2992.5,3070.78
8/10/2006,3049.72,3050.56,2978.84,3004.83
8/11/2006,3033.62,3053.38,2917.38,2917.38
8/14/2006,2936.96,2945.41,2908.79,2937.03
8/16/2006,2976.87,2996.98,2951.63,2979.21
8/17/2006,2986.7,2993.63,2937.07,2947.12
8/18/2006,2933.98,2968.15,2925.17,2962.37
8/21/2006,2961.09,2991.84,2946.51,2965.56
8/22/2006,2995.41,3000.52,2968.14,2989.22
8/23/2006,2990.15,2999.67,2973.13,2988.14
8/24/2006,2966.74,2978.3,2926.36,2934.91
8/25/2006,2946.59,2957.99,2882.25,2905.33
8/28/2006,2888.41,2906.13,2862.83,2891.17
8/29/2006,2910.54,2977.89,2910.54,2963.76
8/30/2006,2972.82,3018.72,2970.51,3001.61
8/31/2006,3021.97,3031.32,2956.38,2961.4
9/1/2006,2964.32,2982.64,2952.74,2970.9
9/4/2006,2999.45,3095.77,2987.47,3087.07
9/5/2006,3086.05,3113.96,3062.35,3103.45
9/6/2006,3096.98,3099.47,3043.43,3066.87
9/7/2006,3044.22,3044.22,3005.12,3024.19
9/8/2006,3032.55,3041.15,2980.04,2996.65
9/11/2006,2963.27,2988.97,2929.04,2967.2
9/12/2006,2965.03,3014.62,2938.27,3014.62
9/13/2006,3025.14,3057.25,3023.84,3044.06
9/14/2006,3052.55,3061.14,2999.42,3009.67
9/15/2006,2991.31,3003.11,2973.38,3003.11
9/18/2006,3022.91,3052.56,2996.18,3035.94
9/19/2006,3030.1,3031.75,2994.19,3009.51
9/20/2006,2990.04,2994.87,2946.18,2962.07
9/21/2006,2954.43,2978.05,2935.87,2942.47
9/22/2006,2910.06,2936.49,2884.25,2914.2
9/25/2006,2936.11,2943.32,2913.73,2939.04
9/26/2006,2957.84,2964.96,2934.49,2946.06
9/27/2006,2963.22,2963.73,2905.37,2923.72
9/28/2006,2925.86,2969.32,2925.46,2949.13
9/29/2006,2960.47,2964.04,2915.72,2918.83
10/2/2006,2940.01,2940.45,2896.08,2931.5
10/3/2006,2913.7,2940.57,2904.56,2916.21
10/4/2006,2903.41,2945.05,2891.32,2937.03
10/5/2006,2980.41,2998.26,2979.79,2995.62
10/6/2006,2992.16,3007.89,2980.2,2990.8
10/9/2006,2986.33,3029.53,2985.57,3029.53
10/10/2006,3050.03,3121.95,3048.63,3090.86
10/11/2006,3107.2,3118.54,3086.49,3103.11
10/12/2006,3090.59,3155.86,3086.79,3153.17
10/13/2006,3167.99,3189.69,3160.34,3180.72
10/16/2006,3180.3,3197.02,3148.7,3184.38
10/17/2006,3173.44,3186.85,3128.55,3128.55
10/18/2006,3139.57,3216.77,3126.66,3200.47
10/19/2006,3180.33,3210.35,3171.41,3210.35
10/20/2006,3229.45,3240.6,3151.44,3173.35
10/23/2006,3173.26,3181.46,3128.15,3156.94
10/24/2006,3157.19,3173.46,3138.45,3153.89
10/25/2006,3158.22,3175.5,3143.77,3170.73
10/26/2006,3217.29,3226.25,3186.68,3196.34
10/27/2006,3190.16,3195.38,3125.39,3146.13
10/30/2006,3115.35,3125.56,3094.96,3098.16
10/31/2006,3113.57,3134.83,3097.04,3106.86
11/2/2006,3091.62,3107.46,3070.62,3092.55
11/3/2006,3104.07,3125.6,3084.36,3123.61
11/6/2006,3139.72,3194.27,3130.62,3193.3
11/7/2006,3212.72,3260.86,3200.14,3251.01
11/8/2006,3239.3,3248.08,3210.66,3236.14
11/9/2006,3265.3,3288.1,3240.16,3240.16
11/10/2006,3225.49,3246.8,3189.99,3189.99
11/13/2006,3186.59,3214.79,3144.99,3190.07
11/14/2006,3202.85,3209.22,3158.58,3186.54
11/15/2006,3199.68,3205.67,3096.71,3120.03
11/16/2006,3121.58,3170.63,3099.6,3148.31
11/17/2006,3129.53,3133.14,3093.14,3125.06
11/20/2006,3109.83,3132.57,3084.79,3125.07
11/21/2006,3143.86,3163.42,3139.27,3159.51
11/22/2006,3189.88,3235.98,3182.84,3217.91
11/23/2006,3208.8,3228.16,3203.82,3209.66
11/24/2006,3210.42,3211.78,3178.98,3194.58
11/27/2006,3202.54,3220.14,3177.55,3179.16
11/28/2006,3147.41,3176.9,3141.97,3168.98
11/29/2006,3189.54,3241.87,3185.25,3241.83
11/30/2006,3252.93,3256.01,3195.46,3217.41
12/1/2006,3248.74,3274.23,3231.68,3232.61
12/4/2006,3250.4,3324.23,3250.04,3324.23
12/5/2006,3314.7,3402.46,3311.74,3395.46
12/6/2006,3399.3,3407.71,3361.49,3374.65
12/7/2006,3385.61,3423.13,3376.89,3406.94
12/8/2006,3382.85,3395.41,3364.92,3392.1
12/11/2006,3404.23,3404.74,3373.47,3389.16
12/12/2006,3391.41,3396.65,3357.25,3366.03
12/13/2006,3361.1,3411.71,3361.1,3372.85
12/14/2006,3382.39,3397.3,3365.81,3397.3
12/15/2006,3411.57,3416.49,3312.51,3410.06
12/18/2006,3412.06,3429.79,3383.33,3429.79
12/19/2006,3396.72,3397.3,3322.19,3322.19
12/20/2006,3363.37,3372.75,3278.19,3302.72
12/21/2006,3295.61,3322.55,3284.53,3308.32
12/22/2006,3313.93,3317.43,3253.74,3253.74
12/27/2006,3294.47,3323.78,3286.44,3323.78
12/28/2006,3333.06,3341.47,3282.32,3306.14
12/29/2006,3303.93,3308.01,3261.8,3285.49
1/2/2007,3288.38,3352.81,3288.38,3347.75
1/3/2007,3337.32,3358.26,3325.73,3342.86
1/4/2007,3286.27,3291.4,3261.26,3276.78
1/5/2007,3260.11,3269.99,3191.57,3202.15
1/8/2007,3172.24,3214.43,3144.5,3197.61
1/9/2007,3219.45,3239.2,3190.33,3198.45
1/10/2007,3177.78,3198.2,3139.19,3148.68
1/11/2007,3201.28,3241.39,3187.84,3240.3
1/12/2007,3240.51,3267.11,3229.26,3262.98
1/15/2007,3285.32,3336.89,3285.15,3336.54
1/16/2007,3310.09,3340.93,3288.19,3331.36
1/17/2007,3328.52,3335.68,3295.56,3322.61
1/18/2007,3371.22,3470.4,3369.23,3437.89
1/19/2007,3418.15,3462.3,3412.85,3457.94
1/22/2007,3488.02,3519.89,3416.03,3416.03
1/23/2007,3412.31,3437.76,3389.61,3431.88
1/24/2007,3465.99,3477.06,3419.26,3425.08
1/25/2007,3441.12,3484.33,3390.65,3398.87
1/26/2007,3360.1,3421.22,3349.55,3405.02
1/29/2007,3416.25,3442.44,3411.29,3424.28
1/30/2007,3423.61,3428.15,3389.11,3424.3
1/31/2007,3439.94,3483.04,3436.45,3483.04
2/1/2007,3519.97,3561.42,3506.31,3549.33
2/2/2007,3550.49,3558.71,3522.68,3523.46
2/5/2007,3526.33,3536.87,3513.8,3527.44
2/6/2007,3535.03,3554.97,3510.67,3510.98
2/7/2007,3522.05,3525.26,3485.78,3510.6
2/8/2007,3475.39,3485.04,3400.1,3406.72
2/9/2007,3411.63,3430.94,3402.35,3417.38
2/12/2007,3383.92,3390.55,3344.45,3344.45
2/13/2007,3361.01,3421.72,3354.61,3412.49
2/14/2007,3450.21,3451.49,3398.47,3418.82
2/15/2007,3444.38,3445.94,3377.02,3393.12
2/16/2007,3394.61,3395.58,3366.32,3374.21
2/19/2007,3392.83,3444.49,3384.33,3431.36
2/20/2007,3442.41,3443.54,3386.61,3392.68
2/21/2007,3427.18,3460.68,3417.91,3434.33
2/22/2007,3478.6,3519.83,3465.46,3509.03
2/23/2007,3497.3,3526.02,3475.62,3508.99
2/26/2007,3538.51,3539.18,3469.31,3481.02
2/27/2007,3428.7,3429.92,3305.47,3325.47
2/28/2007,3250.87,3291.58,3239.07,3241.99
3/1/2007,3273.07,3294.38,3180.13,3213.71
3/2/2007,3239.05,3248.23,3198.48,3242.12
3/5/2007,3151.86,3183.26,3116.16,3179.47
3/6/2007,3215.48,3226.19,3178.72,3203.36
3/7/2007,3215.32,3246.16,3173.93,3173.93
3/8/2007,3231.1,3289.1,3224.86,3288.98
3/9/2007,3277.05,3328.41,3252.34,3269.84
3/12/2007,3307.64,3332.42,3272.45,3274.16
3/13/2007,3273.75,3301.46,3217.07,3249.64
3/14/2007,3153.4,3277.56,3147.59,3277.56
3/15/2007,3267.49,3297.41,3265.2,3288.16
3/16/2007,3285.02,3343.77,3271.62,3314.67
3/19/2007,3336.56,3376.78,3332.8,3376.78
3/20/2007,3369.4,3369.4,3334.88,3361.83
3/21/2007,3364.91,3411.33,3361.63,3402.15
3/22/2007,3464.44,3508.36,3464.02,3470.55
3/23/2007,3465.63,3511.82,3456.05,3511.82
3/26/2007,3515.9,3532.57,3464.33,3464.33
3/27/2007,3513.73,3522.84,3471.82,3479.9
3/28/2007,3468.19,3474.13,3432.86,3441.93
3/29/2007,3451.7,3522.87,3442.29,3511.06
3/30/2007,3534.51,3553.42,3505.71,3520.24
4/2/2007,3489.63,3497.85,3461.38,3466.04
4/3/2007,3504.28,3523.14,3483.45,3521.29
4/4/2007,3548.57,3567.65,3521.94,3531.5
4/5/2007,3540.27,3549.87,3519.57,3545.53
4/10/2007,3554.3,3587.77,3547.32,3585.63
4/11/2007,3562.15,3630.83,3559,3606.9
4/12/2007,3595.51,3626,3559.54,3570.08
4/13/2007,3614.85,3622.56,3588.62,3589.64
4/16/2007,3652.78,3653.62,3608.46,3638.47
4/17/2007,3616.49,3619.88,3595.65,3619.88
4/18/2007,3640.62,3675.18,3602.74,3624.63
4/19/2007,3573.88,3602.54,3564.48,3586.65
4/20/2007,3615.78,3654.53,3610.24,3649.33
4/23/2007,3668.98,3672.18,3627.79,3638.64
4/24/2007,3652.43,3654.78,3594.36,3594.36
4/25/2007,3593.39,3601.35,3563.83,3576.69
4/26/2007,3616.35,3622.17,3564.7,3568.29
4/27/2007,3569.24,3573.35,3546.11,3570.06
4/30/2007,3568.7,3595.54,3560.38,3590.3
5/2/2007,3618.59,3620.61,3599.93,3611.55
5/4/2007,3643.35,3697.38,3643.35,3697.38
5/7/2007,3692.37,3712.79,3679.78,3679.78
5/8/2007,3686.04,3687.63,3600.73,3600.73
5/9/2007,3621.08,3642.31,3600.89,3608.79
5/10/2007,3610.43,3619.6,3538.23,3558.39
5/11/2007,3522,3572.46,3488.02,3568.93
5/14/2007,3589.94,3613.06,3570.73,3586.24
5/15/2007,3566,3568.86,3497.48,3535.99
5/16/2007,3508.16,3517.49,3483.19,3509.86
5/17/2007,3518.8,3556.62,3465.89,3479.08
5/18/2007,3490.02,3516.38,3477.79,3515.77
5/21/2007,3529.65,3567.66,3523.66,3567.18
5/22/2007,3615.12,3636.38,3580.32,3632.27
5/23/2007,3596.04,3597.9,3565.44,3567.31
5/24/2007,3530.11,3593.78,3515.52,3580.09
5/25/2007,3563.4,3572.03,3542.36,3554.52
5/28/2007,3575.48,3600.58,3562.63,3594.74
5/29/2007,3600.75,3615.23,3571.21,3609.24
5/30/2007,3571.65,3581.58,3542.43,3580.94
5/31/2007,3636.86,3670.57,3623.06,3649.1
6/1/2007,3663.98,3738.09,3659.85,3738.09
6/4/2007,3726.73,3758.26,3714.84,3747
6/5/2007,3780.36,3790.96,3730.44,3755.45
6/6/2007,3754.72,3754.72,3668.7,3669.05
6/8/2007,3628.08,3659.91,3599.14,3646.18
6/11/2007,3681.47,3714.36,3666.21,3681.25
6/12/2007,3675.23,3692.75,3637.82,3637.82
6/13/2007,3638.18,3696.83,3627.5,3689.02
6/14/2007,3723.6,3763.86,3713.51,3744.58
6/15/2007,3765.82,3836.68,3765.37,3815.42
6/18/2007,3816.63,3848.36,3796.05,3796.05
6/19/2007,3808.26,3813.94,3768.98,3788.28
6/20/2007,3805.22,3828.09,3729.39,3729.39
6/21/2007,3705.56,3731.52,3678.54,3687.15
6/22/2007,3699.96,3740.38,3699.96,3740.38
6/25/2007,3725.16,3738.37,3688.53,3738.37
6/26/2007,3723.66,3795.99,3716.03,3795.99
6/27/2007,3757.32,3782.23,3720.34,3720.34
6/28/2007,3760.36,3789.25,3750.41,3789.25
6/29/2007,3785.71,3787,3749.98,3759.28
7/2/2007,3752.86,3759.28,3703.03,3750.42
7/3/2007,3777.97,3835.63,3776.37,3821.94
7/4/2007,3826.18,3854.39,3820.97,3844.32
7/5/2007,3838.26,3851.63,3811.27,3833.87
7/6/2007,3839.25,3899.59,3839.25,3899.59
7/9/2007,3896.04,3919.1,3871,3880.98
7/10/2007,3860.31,3860.31,3790.39,3812.17
7/11/2007,3807.63,3836.03,3780.53,3824.23
7/12/2007,3837.87,3848.8,3792.28,3829.7
7/13/2007,3878.33,3890.5,3837.28,3846.05
7/16/2007,3858.26,3873.72,3796.6,3827.73
7/17/2007,3805.99,3833.11,3766.16,3811.03
7/18/2007,3800.24,3811.09,3769.15,3793.68
7/19/2007,3806.88,3863.26,3804,3861.02
7/20/2007,3863.99,3877.63,3819.13,3825.11
7/23/2007,3823.54,3890.49,3816.35,3890.49
7/24/2007,3868.9,3888.53,3843.08,3845.1
7/25/2007,3807.61,3845.95,3765.31,3832.95
7/26/2007,3833.43,3853.68,3708.11,3725.21
7/27/2007,3677.44,3731.88,3648.53,3697.31
7/30/2007,3713.9,3731.51,3674.34,3685.1
7/31/2007,3714.31,3740.1,3714.31,3735.25
8/1/2007,3656.39,3672.01,3635.98,3670.79
8/2/2007,3703.25,3723.68,3664.77,3676.18
8/3/2007,3696.46,3706.18,3621.63,3624.31
8/6/2007,3572.95,3611.9,3546.85,3585.97
8/7/2007,3629.69,3656.04,3619.25,3627.49
8/8/2007,3633.12,3652.66,3596.94,3625.7
8/9/2007,3634.21,3641.33,3530.88,3564.98
8/10/2007,3466.08,3519.42,3450.33,3460.86
8/13/2007,3488.52,3562.16,3488.52,3557.95
8/14/2007,3531.49,3545.2,3510,3518.36
8/16/2007,3394.43,3423.57,3291.02,3329.88
8/17/2007,3310.4,3412.63,3248.08,3383.11
8/20/2007,3423.66,3448.6,3380.2,3392.2
8/21/2007,3384.71,3410.44,3324.87,3362.35
8/22/2007,3409.1,3532.85,3394.54,3515.6
8/23/2007,3580.18,3588.49,3528.21,3538.58
8/24/2007,3514.53,3604.17,3505.62,3601.93
8/27/2007,3626.68,3638.83,3567.07,3567.07
8/28/2007,3544.37,3578.6,3513.52,3513.52
8/29/2007,3465.77,3572.33,3462.95,3572.33
8/30/2007,3603.52,3605.92,3483.2,3497.06
8/31/2007,3559.06,3615.47,3544.21,3601.55
9/3/2007,3601.74,3628.1,3586.76,3613.4
9/4/2007,3605.76,3642.18,3583.34,3642.18
9/5/2007,3642.04,3651.55,3567.57,3568.06
9/6/2007,3592.99,3618.43,3538.27,3538.27
9/7/2007,3550.28,3596.25,3477.46,3505.61
9/10/2007,3463.83,3497.5,3442.26,3442.26
9/11/2007,3459.53,3502.67,3457.1,3470.49
9/12/2007,3492.2,3568.68,3490.28,3568.68
9/13/2007,3552.51,3642.95,3535.37,3635.18
9/14/2007,3651.27,3654.42,3584.29,3612.81
9/17/2007,3602.39,3619,3578.42,3615.28
9/18/2007,3604.33,3663.22,3604.33,3658.48
9/19/2007,3770.17,3803.87,3750.09,3801.92
9/20/2007,3794.33,3807.95,3772.8,3803.82
9/21/2007,3804.6,3829.93,3736.21,3775.24
9/24/2007,3780.49,3783.38,3710.4,3712.59
9/25/2007,3710.2,3726.52,3663.07,3683.68
9/26/2007,3701.38,3723.94,3676.65,3695.82
9/27/2007,3739.46,3763.96,3675.83,3675.83
9/28/2007,3684.39,3708.6,3632.93,3633.64
10/1/2007,3635.66,3659.22,3591.69,3656.88
10/2/2007,3704.56,3763.66,3699.22,3742.18
10/3/2007,3744.38,3753.57,3705.02,3714.93
10/4/2007,3707.75,3743.62,3689.26,3713.85
10/5/2007,3728.83,3758.45,3711.87,3738.5
10/8/2007,3762.19,3762.19,3722.91,3745.4
10/9/2007,3738.49,3870.62,3733.82,3856.61
10/10/2007,3879.09,3880.04,3832.3,3832.3
10/11/2007,3862.13,3914.03,3856.57,3910
10/12/2007,3868.43,3886.73,3852.32,3879.19
10/15/2007,3901.24,3914.93,3892.24,3904.95
10/16/2007,3862.62,3863,3828.56,3831.55
10/17/2007,3830.07,3864.82,3809.49,3852.24
10/18/2007,3851.45,3857.18,3747.52,3777.59
10/19/2007,3766.25,3827.89,3752.04,3813.76
10/22/2007,3760.51,3807.99,3734.05,3798.43
10/23/2007,3828.33,3902.75,3821.94,3897.75
10/24/2007,3884.85,3888.89,3846.05,3869.2
10/25/2007,3900.79,3915.53,3870.74,3891.31
10/26/2007,3867.93,3912.72,3851.98,3885.61
10/29/2007,3935.47,3940.53,3910.96,3917.87
10/30/2007,3913.94,3921.02,3866.24,3890.88
10/31/2007,3865.19,3906.05,3863.9,3877.62
11/2/2007,3820.77,3850.27,3804.75,3812.55
11/5/2007,3787.22,3796.19,3748.05,3796.19
11/6/2007,3806.67,3826.51,3792.54,3796.64
11/7/2007,3816.1,3821.58,3712.27,3727.59
11/8/2007,3642.5,3693.06,3619.55,3677.39
11/9/2007,3702.22,3704.24,3545.56,3606.62
11/12/2007,3569.76,3599.83,3543.76,3543.76
11/13/2007,3577.12,3628.9,3547.38,3616.05
11/14/2007,3648.69,3660.73,3558.57,3558.57
11/15/2007,3575.39,3585.38,3475.46,3496.34
11/16/2007,3500.85,3530.42,3452.16,3494.3
11/19/2007,3534.87,3543.19,3489,3513.65
11/20/2007,3515.97,3556.89,3475.86,3556.89
11/21/2007,3499,3539.33,3483.42,3525.75
11/22/2007,3527.21,3576.88,3485.82,3553.76
11/23/2007,3583.48,3596.02,3551.87,3562.22
11/26/2007,3594.21,3595.94,3501.69,3505.48
11/27/2007,3499.56,3510.15,3437.03,3448.47
11/28/2007,3478.25,3538.57,3428.56,3529.26
11/29/2007,3580.55,3597.97,3536.75,3536.75
11/30/2007,3565.61,3594.33,3536.69,3545.73
12/3/2007,3563.62,3571.62,3515.28,3516.03
12/4/2007,3515.26,3554.42,3507.8,3530.44
12/5/2007,3582.83,3680.21,3569.7,3663.65
12/6/2007,3672.75,3703.49,3639.23,3661.71
12/7/2007,3678.89,3692.65,3655.75,3688.52
12/10/2007,3684.13,3746,3669.6,3708.58
12/11/2007,3724.69,3726.22,3674.45,3686.01
12/12/2007,3633.72,3729.8,3632.1,3715.91
12/13/2007,3682.57,3694.07,3619.31,3646.84
12/14/2007,3645.55,3655.19,3535.64,3560.87
12/17/2007,3512.83,3514.51,3454.4,3454.4
12/18/2007,3477.69,3488.43,3344.69,3424.54
12/19/2007,3438.08,3438.08,3366.78,3421.05
12/20/2007,3418.73,3469.7,3418.63,3446.46
12/21/2007,3491.81,3525.62,3454.45,3482.63
12/27/2007,3494.8,3544.08,3494.8,3529.9
12/28/2007,3504.62,3519.73,3440.51,3456.05
1/2/2008,3453.34,3491.01,3421.25,3421.25
1/3/2008,3409.74,3442.76,3388.23,3431.72
1/4/2008,3451.54,3465.87,3374.98,3397.29
1/7/2008,3378.25,3392.42,3342.27,3345.06
1/8/2008,3362.21,3377.75,3326.1,3376.54
1/9/2008,3345.48,3345.48,3271.39,3313.38
1/10/2008,3317.25,3321.23,3210.19,3256.55
1/11/2008,3232.42,3277.47,3199.27,3210.63
1/14/2008,3209.48,3212.97,3127.46,3183.03
1/15/2008,3159.33,3202.58,3045.05,3045.05
1/16/2008,2904.9,2997.63,2879.95,2935.09
1/17/2008,3000.58,3008.49,2868.81,2960.23
1/18/2008,2936.09,3021.06,2910.64,3000.56
1/21/2008,2897.77,2932.01,2798.62,2798.62
1/22/2008,2670.22,2908.78,2669.46,2849.11
1/23/2008,2927.92,2934.39,2757.08,2853.44
1/24/2008,2932.02,2974.57,2915.32,2959.99
1/25/2008,2989.67,2995.09,2936.9,2965.95
1/28/2008,2918.37,2936.45,2886.99,2897.2
1/29/2008,2932.67,2989.09,2927.07,2984.97
1/30/2008,2998.35,3017.47,2968.91,3014.78
1/31/2008,2991.22,3012.89,2914.88,2952.09
2/1/2008,2998.75,3057.24,2986.8,3045.06
2/4/2008,3097.39,3109.43,3046.98,3071.31
2/5/2008,3057.73,3068.13,2939.5,2950.64
2/6/2008,2902.74,2956.28,2866.36,2956.28
2/7/2008,2944.4,2959.46,2851.17,2908.02
2/8/2008,2943.77,2943.77,2869.8,2927.71
2/11/2008,2902.12,2986.6,2899.37,2953.5
2/12/2008,2994.85,3077.8,2976.66,3066.94
2/13/2008,3049.64,3109.37,3039.72,3084.34
2/14/2008,3145.97,3158.58,3073.66,3108.15
2/15/2008,3095.81,3107.21,3021.5,3045.11
2/18/2008,3064.77,3138.58,3064.77,3126.8
2/19/2008,3130.11,3147.98,3076.19,3122.41
2/20/2008,3072.73,3105.35,3029.26,3105.35
2/21/2008,3128.68,3136.89,3081.75,3091.48
2/22/2008,3073.6,3091.18,3051.8,3060.98
2/25/2008,3094.88,3110.19,3040.15,3068.59
2/26/2008,3084.18,3111.75,3007.36,3027.87
2/27/2008,3033.69,3049.03,2987.7,3023.03
2/28/2008,3031.1,3031.1,2979.04,2997.17
2/29/2008,2993.86,3008.16,2916.71,2927.9
3/3/2008,2867.39,2887.37,2835.55,2887.37
3/4/2008,2894.71,2896.77,2815.04,2824.46
3/5/2008,2837.79,2907.66,2818.71,2907.66
3/6/2008,2887.18,2915.32,2844.61,2865.39
