Data,Open,High,Low,Close
1/29/2001,1739.76,1768.77,1736.38,1762.65
1/30/2001,1767.79,1786.53,1766.98,1774.26
1/31/2001,1775.12,1779.91,1767.9,1772.1
2/1/2001,1768.95,1774.66,1760.24,1772
2/2/2001,1773.79,1784.28,1771.52,1775.29
2/5/2001,1771.76,1771.76,1712.15,1712.15
2/6/2001,1707.99,1725.69,1684.1,1716.85
2/7/2001,1696.34,1698.15,1656.87,1667.59
2/8/2001,1663.82,1686.04,1660.06,1671.5
2/9/2001,1672.98,1674.23,1647.17,1647.17
2/12/2001,1640.4,1640.4,1618.69,1625.17
2/13/2001,1630.74,1661.73,1630.74,1661.73
2/14/2001,1639.49,1643.71,1629.52,1639.58
2/15/2001,1639.36,1676.81,1635.78,1676.81
2/16/2001,1671.78,1674.94,1605.59,1623.43
2/19/2001,1612.12,1628.01,1598.61,1604.34
2/20/2001,1607.16,1630.74,1591.58,1591.58
2/21/2001,1569.67,1569.67,1527.09,1553.93
2/22/2001,1547.41,1567.51,1517.16,1528.61
2/23/2001,1542.28,1561.66,1513.79,1522.52
2/26/2001,1534.49,1562.32,1534.49,1545.47
2/27/2001,1546.7,1550.21,1494.99,1497.18
2/28/2001,1479.1,1503.07,1450.93,1490.33
3/1/2001,1468.5,1470.15,1434.72,1437.08
3/2/2001,1431.03,1457.66,1426.35,1445.46
3/5/2001,1448.02,1474.08,1441.46,1474.06
3/6/2001,1483.33,1499.66,1483.33,1496.45
3/7/2001,1494.32,1494.57,1475.65,1484.08
3/8/2001,1480.93,1495.48,1467.89,1469.77
3/9/2001,1460.29,1460.29,1413.78,1413.78
3/12/2001,1389.13,1389.13,1332.2,1344.23
3/13/2001,1328.64,1359.57,1321.24,1352.57
3/14/2001,1361.65,1364.6,1305.02,1331.4
3/15/2001,1346.84,1377.88,1337.11,1377.88
3/16/2001,1372.96,1372.96,1356.14,1371.68
3/19/2001,1370.27,1388.85,1369.68,1377.3
3/20/2001,1387.31,1417.85,1385.52,1401.13
3/21/2001,1383.53,1407.13,1376.41,1390.01
3/22/2001,1384.93,1384.93,1354.07,1372.41
3/23/2001,1395.16,1405.05,1389.05,1389.05
3/26/2001,1396.42,1412.92,1388,1388
3/27/2001,1381.95,1387.79,1358.44,1377.55
3/28/2001,1385.08,1401.55,1384.29,1390.44
3/29/2001,1372.65,1379.19,1360.31,1371.31
3/30/2001,1371.99,1383.94,1371.99,1375.89
4/2/2001,1372.95,1373.58,1349.47,1359.42
4/3/2001,1344.88,1344.88,1317.43,1334.66
4/4/2001,1299.1,1327.95,1297.03,1317.33
4/5/2001,1327.78,1347.59,1324.01,1347.36
4/6/2001,1353.65,1368.09,1348.79,1367.18
4/9/2001,1365.08,1390.49,1355.54,1390.49
4/10/2001,1393.69,1442.85,1393.69,1421.18
4/11/2001,1434.32,1457.48,1431.58,1450.72
4/12/2001,1457.42,1465.3,1436.43,1450.76
4/17/2001,1427.35,1427.41,1403.81,1407.67
4/18/2001,1425.53,1477.29,1425.53,1477.29
4/19/2001,1498.78,1519.06,1489,1499.57
4/20/2001,1495.7,1523.73,1482.35,1498.95
4/23/2001,1477.75,1488.85,1468.1,1475.7
4/24/2001,1481.16,1487.94,1459,1466.62
4/25/2001,1460.93,1473.57,1451.34,1467.61
4/26/2001,1469.64,1491.19,1469.64,1483.16
4/27/2001,1479.22,1482.66,1460.44,1472.13
4/30/2001,1474.11,1474.69,1441.03,1441.03
5/2/2001,1442.4,1455.67,1423.98,1438.14
5/4/2001,1434.75,1436.24,1413.35,1422.71
5/7/2001,1427.93,1445.43,1413.94,1414.58
5/8/2001,1412.8,1412.8,1387.99,1392.76
5/9/2001,1377.12,1377.12,1358.54,1362.92
5/10/2001,1363.99,1407.29,1363.99,1403.7
5/11/2001,1406.94,1428.27,1405.08,1416.04
5/14/2001,1415.92,1433.13,1408.35,1433.13
5/15/2001,1432.25,1432.25,1404.57,1407.47
5/16/2001,1394.68,1394.68,1376.5,1379.64
5/17/2001,1393.87,1410.62,1390,1394.52
5/18/2001,1391.06,1401.36,1384.14,1400.08
5/21/2001,1400.19,1446.54,1399.33,1445.66
5/22/2001,1457.4,1496.5,1457.4,1489.34
5/23/2001,1486.33,1501.44,1478.6,1485.1
5/24/2001,1485.07,1494.38,1472.76,1494.38
5/25/2001,1493.8,1498.64,1474.66,1476.2
5/28/2001,1469.44,1478.3,1464.36,1473.42
5/29/2001,1475.3,1483.35,1464.55,1472.98
5/30/2001,1465.69,1465.69,1448.7,1455.52
5/31/2001,1442.13,1467.89,1436.03,1467.89
6/1/2001,1466.03,1466.82,1451.26,1461.81
6/4/2001,1461.68,1461.68,1425.03,1425.03
6/5/2001,1421.96,1440.18,1419.11,1440.18
6/6/2001,1444.42,1447.01,1409.76,1411.16
6/7/2001,1392.32,1398.03,1369.01,1378.83
6/8/2001,1381.17,1389.36,1346.63,1347.22
6/11/2001,1340.62,1340.62,1318.7,1318.7
6/12/2001,1317.01,1341.05,1316.01,1330.86
6/13/2001,1341.27,1359.04,1327.61,1333.87
6/15/2001,1331.02,1331.02,1296.37,1298.58
6/18/2001,1295.38,1304.37,1268.12,1283.88
6/19/2001,1288.09,1289.33,1260.08,1280.93
6/20/2001,1264.2,1274.9,1257.03,1259.51
6/21/2001,1263.9,1298.39,1263.9,1298.39
6/22/2001,1307.83,1316.5,1294.41,1303.39
6/25/2001,1297.6,1324.06,1294.52,1322.83
6/26/2001,1323.19,1323.65,1283.19,1289.98
6/27/2001,1293.58,1308.4,1275.51,1284.49
6/28/2001,1278.87,1282.72,1260.36,1277.89
6/29/2001,1282.27,1294.79,1271.22,1271.22
7/2/2001,1269.72,1272.97,1248.12,1254.32
7/3/2001,1252.5,1254.83,1223.68,1226.65
7/4/2001,1223.5,1227.67,1188.34,1193.67
7/5/2001,1191.64,1203.55,1176.93,1191.45
7/6/2001,1191.6,1227.81,1191.35,1219.06
7/9/2001,1219.56,1219.56,1191.6,1204.37
7/10/2001,1203.52,1204.16,1166.55,1176.31
7/11/2001,1164.47,1164.75,1138.49,1160.01
7/12/2001,1175.25,1219.12,1175.25,1207.84
7/13/2001,1216.06,1220.13,1188.28,1200.31
7/16/2001,1198.08,1228.93,1192.78,1228.93
7/17/2001,1225.78,1225.78,1187.8,1192.97
7/18/2001,1184.72,1194.59,1175.41,1194.59
7/19/2001,1192.38,1192.38,1176.2,1189.28
7/20/2001,1179.49,1181.91,1137.3,1137.3
7/23/2001,1137.83,1150.87,1131.24,1139.19
7/24/2001,1143.75,1143.75,1115.07,1120.5
7/25/2001,1127.91,1134.68,1114.83,1118.07
7/26/2001,1122.32,1156.43,1122.32,1155.41
7/27/2001,1162.73,1186.68,1162.73,1184.3
7/30/2001,1187.21,1201.43,1178.7,1188.32
7/31/2001,1185.77,1185.77,1162.58,1173.53
8/1/2001,1174.28,1184.75,1159.25,1179.59
8/2/2001,1185.24,1200.44,1185.24,1189.77
8/3/2001,1179.3,1182.44,1166.5,1182.44
8/6/2001,1186.37,1199.19,1177.16,1179.85
8/7/2001,1176.18,1176.18,1156.92,1164.07
8/8/2001,1161.44,1161.44,1141.67,1142.67
8/9/2001,1128.75,1129.08,1114.46,1118.64
8/10/2001,1122.86,1132.64,1113.58,1119.76
8/13/2001,1120.03,1120.03,1102.12,1102.12
8/14/2001,1106.71,1130.08,1106.71,1123.97
8/16/2001,1118.78,1118.78,1082.89,1087.12
8/17/2001,1081.34,1081.34,1053.03,1062.23
8/20/2001,1058.01,1077.26,1055.36,1074.58
8/21/2001,1075.69,1095.04,1074.27,1090.38
8/22/2001,1088.3,1120.64,1082.91,1113.75
8/23/2001,1115.26,1125.96,1105.27,1111.98
8/24/2001,1113.25,1133.23,1113.25,1133.23
8/27/2001,1148.09,1156.22,1121.24,1123.21
8/28/2001,1116.67,1127.27,1112.59,1114.12
8/29/2001,1110.94,1120.68,1107.54,1120.52
8/30/2001,1122.45,1136.07,1122.45,1130.88
8/31/2001,1128.38,1139.49,1119.43,1138.84
9/3/2001,1138.89,1156.98,1134.56,1148.85
9/4/2001,1158.99,1171.71,1143.95,1147.03
9/5/2001,1142.38,1169.32,1142.25,1169.32
9/6/2001,1176.53,1198.51,1176.53,1190.57
9/7/2001,1180.51,1186.03,1164.71,1170
9/10/2001,1155.96,1170.87,1137.94,1147.41
9/11/2001,1155.64,1161.4,1115,1115.41
9/12/2001,1088.62,1108.81,1067.7,1108.81
9/13/2001,1104.76,1119.05,1102.98,1113.26
9/14/2001,1109.47,1110.39,1059.87,1063.46
9/17/2001,1040.25,1043.1,1027.73,1041.2
9/18/2001,1043.7,1050.78,1033.74,1043.45
9/19/2001,1053.48,1067.92,1053.48,1067.92
9/20/2001,1057.99,1060.33,1039.76,1045.98
9/21/2001,1029.44,1029.44,987.84,1001.71
9/24/2001,1015.69,1024.42,980.88,993.44
9/25/2001,990.52,1004.59,977.98,1003.1
9/26/2001,1007.42,1017.22,1004.74,1015.9
9/27/2001,1015.64,1019.29,1004.9,1013.6
9/28/2001,1017.74,1025.08,1017.74,1022.62
10/1/2001,1019.55,1020.12,1012.97,1017.8
10/2/2001,1019.17,1019.92,999.62,1011.77
10/3/2001,1007.63,1007.77,987.91,990.23
10/4/2001,1002.3,1016.65,1002.3,1010.37
10/5/2001,1002.22,1011.13,999.63,1001.02
10/8/2001,992.36,1003.14,986.27,1002.29
10/9/2001,1009.31,1048.61,1009.31,1047.36
10/10/2001,1054.41,1108.26,1051.77,1106.39
10/11/2001,1127.59,1175.23,1112.96,1144.99
10/12/2001,1140.43,1144.44,1124.69,1144.44
10/15/2001,1131.67,1140.72,1119.52,1131.52
10/16/2001,1150.69,1197.38,1150.69,1192.9
10/17/2001,1217.09,1237.06,1173.58,1187.37
10/18/2001,1151.57,1177.39,1147.9,1170.22
10/19/2001,1165.08,1178.65,1146.38,1157.37
10/22/2001,1157.21,1191.13,1154.15,1191.13
10/23/2001,1215.01,1218.51,1178.47,1184.24
10/24/2001,1175.75,1206.22,1172.82,1206.22
10/25/2001,1221.07,1238.83,1204.74,1208.64
10/26/2001,1226.43,1278.54,1226.37,1260.53
10/29/2001,1268.48,1298.68,1246.54,1265.8
10/30/2001,1235.52,1257.78,1228.56,1231.27
10/31/2001,1235.12,1236.88,1210.52,1236.38
11/2/2001,1243.53,1245.4,1220.18,1223.77
11/5/2001,1219.51,1230.99,1218.91,1227.36
11/6/2001,1234.33,1245.16,1212.19,1219.31
11/7/2001,1210.15,1213.37,1197.4,1210.78
11/8/2001,1212.68,1246.08,1204.72,1246.08
11/9/2001,1241.67,1269.41,1236.78,1254.05
11/12/2001,1258.03,1270.32,1231.09,1237.26
11/13/2001,1255.16,1287.29,1251.89,1287.29
11/14/2001,1310.91,1348.81,1310.91,1338.98
11/15/2001,1340.77,1352.64,1324.89,1330.03
11/16/2001,1322.43,1340.31,1314.23,1325.13
11/19/2001,1334.71,1343.03,1305.32,1329.27
11/20/2001,1318.79,1324.07,1306.34,1312.3
11/21/2001,1302.94,1304.56,1273.15,1273.15
11/22/2001,1258.61,1280.6,1238.32,1280.6
11/23/2001,1286.35,1292.95,1260.97,1272.86
11/26/2001,1270.68,1276.29,1260.84,1265.5
11/27/2001,1259.79,1285.94,1258.96,1276.21
11/28/2001,1274.35,1278.89,1258.38,1269.94
11/29/2001,1267.77,1275.99,1258.57,1258.57
11/30/2001,1258.02,1269.81,1251.8,1252.05
12/3/2001,1237.85,1248.42,1224.21,1245.8
12/4/2001,1254.91,1276.62,1252.28,1276.62
12/5/2001,1292.41,1297,1262.36,1280.75
12/6/2001,1296.65,1298.93,1280.86,1282.37
12/7/2001,1268.6,1282.8,1259.76,1276.2
12/10/2001,1258.23,1263.97,1235.67,1237.06
12/11/2001,1222.2,1226.98,1194.93,1224.9
12/12/2001,1224.67,1225.83,1212.11,1215.76
12/13/2001,1213.19,1217.88,1177.74,1177.74
12/14/2001,1161.41,1175.12,1146.3,1172.79
12/17/2001,1170.24,1188.59,1167.34,1178.26
12/18/2001,1171.47,1219.14,1169.65,1219.14
12/19/2001,1213.87,1216.19,1197.61,1214.22
12/20/2001,1203.37,1209.65,1198.92,1206.77
12/21/2001,1193.29,1197.66,1183.75,1195.6
12/27/2001,1198.41,1203.18,1193.16,1203.18
12/28/2001,1198.83,1207.07,1194.92,1207.07
12/31/2001,1204.18,1211.09,1201.04,1208.34
1/2/2002,1202.03,1217.32,1200.32,1217.32
1/3/2002,1223.25,1285.15,1223.25,1285.15
1/4/2002,1298.53,1352.84,1298.53,1332.58
1/7/2002,1324.93,1363.13,1314.67,1353.83
1/8/2002,1334.73,1359.91,1331.47,1343.72
1/9/2002,1338.14,1408.73,1334.14,1407.29
1/10/2002,1390.19,1441.83,1386.84,1389.49
1/11/2002,1391.97,1418.07,1375.15,1402.42
1/14/2002,1379.62,1390.71,1367.86,1372.13
1/15/2002,1356.1,1385.35,1352.7,1382.42
1/16/2002,1377.56,1404.3,1372.98,1395.54
1/17/2002,1419.89,1431.12,1410.14,1431.12
1/18/2002,1434.15,1440.33,1412.78,1416.49
1/21/2002,1406.42,1411.09,1392.55,1401.13
1/22/2002,1396.83,1453.5,1395.62,1450.52
1/23/2002,1448.32,1456.38,1438.03,1438.69
1/24/2002,1435.15,1464.79,1434.18,1451.64
1/25/2002,1448.05,1482.44,1443.06,1464.1
1/28/2002,1483.61,1486.23,1420.45,1423.58
1/29/2002,1417.83,1441.58,1415.02,1437.82
1/30/2002,1419.05,1419.06,1397.71,1413.96
1/31/2002,1428.63,1445.23,1425.77,1445.23
2/1/2002,1454.33,1470.07,1419.58,1427.72
2/4/2002,1405.81,1415.13,1397.61,1401.43
2/5/2002,1383.54,1385.94,1362.99,1371.98
2/6/2002,1377.62,1386.12,1359.83,1382.04
2/7/2002,1362.63,1375.9,1353.28,1362.59
2/8/2002,1350.7,1374.09,1349.91,1369.84
2/11/2002,1382.44,1390.34,1371.12,1379.69
2/12/2002,1384.07,1392.14,1364.58,1367.04
2/13/2002,1365.09,1385.44,1359.16,1385.44
2/14/2002,1390.56,1395.99,1376.88,1377.94
2/15/2002,1371.75,1384.08,1369.83,1371.71
2/18/2002,1370.12,1370.12,1353.79,1355.76
2/19/2002,1348.91,1348.91,1332.95,1345.52
2/20/2002,1341.14,1351.65,1330.96,1351.65
2/21/2002,1362.84,1364.78,1338.25,1338.25
2/22/2002,1327.92,1338.86,1327.77,1333.43
2/25/2002,1338.03,1368.7,1335.87,1368.7
2/26/2002,1385.45,1386.64,1374.33,1375.49
2/27/2002,1372.48,1385.85,1370.21,1374.96
2/28/2002,1368.6,1368.67,1350.55,1367.84
3/1/2002,1356.05,1390.01,1351.71,1390.01
3/4/2002,1416.96,1419.17,1392.65,1396.13
3/5/2002,1401.59,1413.58,1374.45,1387.97
3/6/2002,1387.37,1387.96,1370.42,1379.02
3/7/2002,1386.72,1412.59,1385.93,1402.43
3/8/2002,1408.27,1412.2,1401.71,1407.66
3/11/2002,1400.85,1405.09,1378.54,1378.54
3/12/2002,1366.54,1366.54,1345.76,1347.18
3/13/2002,1339.19,1364.69,1336.81,1354.93
3/14/2002,1357.97,1375.96,1357.02,1367.8
3/15/2002,1365.21,1369.65,1359.14,1367.11
3/18/2002,1364.28,1367.67,1342.89,1345
3/19/2002,1337.34,1337.34,1309.68,1324.46
3/20/2002,1318.04,1331.91,1311.23,1330.83
3/21/2002,1326.02,1339.29,1325.62,1332.62
3/22/2002,1335.67,1357.33,1333.36,1356.99
3/25/2002,1361.45,1364.91,1322.41,1322.69
3/26/2002,1312.7,1328.38,1305.96,1328.38
3/27/2002,1327.78,1342.05,1327.78,1339.27
3/28/2002,1343.68,1347.75,1339.05,1339.05
4/2/2002,1338.01,1339.37,1319.67,1319.67
4/3/2002,1314.08,1322.24,1299.32,1312.75
4/4/2002,1308.71,1316.69,1305.83,1311.9
4/5/2002,1311.88,1339.39,1311.28,1337.44
4/8/2002,1329.18,1346.46,1324.73,1328.45
4/9/2002,1343.53,1362.51,1332.83,1358.94
4/10/2002,1351.77,1370.36,1351.56,1361.47
4/11/2002,1365.65,1373.35,1351.11,1357.09
4/12/2002,1354.75,1354.75,1328.24,1335.82
4/15/2002,1332.53,1352.87,1316.33,1349.17
4/16/2002,1349.85,1364.1,1349.85,1355.53
4/17/2002,1360.36,1362.35,1338.5,1339.86
4/18/2002,1338.83,1341.94,1323.24,1331.82
4/19/2002,1324.53,1327.46,1310.4,1313.37
4/22/2002,1303.09,1317.48,1297.16,1314.98
4/23/2002,1316.92,1333.76,1313.51,1315.15
4/24/2002,1309.87,1314.25,1303.25,1304.21
4/25/2002,1296.95,1313.58,1288.99,1311.22
4/26/2002,1309.59,1334.43,1309.59,1329.27
4/29/2002,1327.61,1335.97,1323.17,1335.97
4/30/2002,1329.82,1333.6,1314.22,1321.33
5/2/2002,1313.5,1316.81,1305.48,1305.48
5/6/2002,1307.62,1307.62,1294.02,1305.05
5/7/2002,1301.15,1303.03,1282.63,1288.67
5/8/2002,1296.69,1304.6,1281.54,1297.95
5/9/2002,1310.53,1310.53,1294.47,1297.07
5/10/2002,1294.65,1300.57,1284.61,1296.44
5/13/2002,1294.26,1302.08,1294.26,1302.08
5/14/2002,1296.99,1312.91,1296.99,1308.97
5/15/2002,1304.45,1309.9,1293.87,1309.9
5/16/2002,1304.12,1368.1,1304.12,1368.1
5/17/2002,1391.95,1414.21,1380.38,1385.85
5/20/2002,1381.73,1389.08,1371.49,1374.52
5/21/2002,1361.75,1390.49,1357.04,1385.49
5/22/2002,1378.82,1382.37,1367.59,1374.29
5/23/2002,1366.43,1381.84,1365.67,1375.95
5/24/2002,1379.47,1382.24,1365.79,1376.75
5/27/2002,1369.1,1389.1,1369.1,1380.35
5/28/2002,1383,1391.36,1367.8,1369.31
5/29/2002,1371.8,1376.87,1369.66,1376.84
5/31/2002,1375.54,1376.36,1365.16,1369.37
6/3/2002,1363.15,1393.12,1361.18,1393.12
6/4/2002,1382.5,1396.23,1374.04,1377.88
6/5/2002,1377.27,1382.59,1370.6,1380.04
6/6/2002,1381.35,1389.71,1372.56,1380.57
6/7/2002,1363.35,1368.47,1354.1,1364.56
6/10/2002,1358.55,1364.89,1355.83,1359.8
6/11/2002,1355.88,1366.35,1352.54,1363.67
6/12/2002,1359.72,1369.39,1356.92,1364.71
6/13/2002,1366.03,1368.51,1351.84,1354.83
6/14/2002,1348.72,1348.72,1318.23,1318.23
6/17/2002,1319.92,1331.02,1315.75,1324.04
6/18/2002,1321.78,1334.42,1315.4,1315.95
6/19/2002,1298.85,1304.9,1278.18,1290.59
6/20/2002,1287.16,1293.73,1278.89,1290.13
6/21/2002,1284.14,1312.45,1279.34,1312.45
6/24/2002,1308.46,1314.79,1280.89,1282.89
6/25/2002,1288.24,1296.59,1257.48,1264.69
6/26/2002,1209.34,1239.35,1209.34,1233.96
6/27/2002,1241.4,1252.3,1233.41,1245.6
6/28/2002,1251.02,1254.49,1216.16,1216.35
7/1/2002,1207.4,1228.8,1204.32,1216
7/2/2002,1215.29,1218.54,1183.76,1193.05
7/3/2002,1173.68,1191.84,1160.94,1191.51
7/4/2002,1201.25,1212.51,1182.17,1182.17
7/5/2002,1191.59,1212.82,1184.64,1206.54
7/8/2002,1214.05,1215.04,1203.08,1206.84
7/9/2002,1210.84,1219.82,1210.01,1217.45
7/10/2002,1219.54,1221.09,1192.47,1196.97
7/11/2002,1187.74,1187.74,1166.25,1172.06
7/12/2002,1188.07,1193.54,1169.84,1169.84
7/15/2002,1160.68,1162.62,1150.86,1152.03
7/16/2002,1153.87,1161.14,1138.26,1150.78
7/17/2002,1157.73,1183.81,1156.57,1181.64
7/18/2002,1187.53,1187.79,1148.55,1148.55
7/19/2002,1134.46,1134.46,1116.22,1119.21
7/22/2002,1098.94,1099.98,1079.39,1083.46
7/23/2002,1107.51,1107.51,1075.19,1098.44
7/24/2002,1083.78,1087.04,1061.63,1061.63
7/25/2002,1088.93,1098.48,1035.8,1042.02
7/26/2002,1044.02,1071.55,1026.65,1067.53
7/29/2002,1056.3,1063.23,1040.4,1055.58
7/30/2002,1071.02,1081.62,1050.59,1058.52
7/31/2002,1061.35,1092.58,1057.84,1067.3
8/1/2002,1078.27,1098.37,1078.27,1086.81
8/2/2002,1082.33,1089.51,1073.77,1081.36
8/5/2002,1070.13,1072.13,1058.91,1065.23
8/6/2002,1047.41,1067.82,1045.59,1067.39
8/7/2002,1073.37,1081.35,1050.96,1050.96
8/8/2002,1057.93,1062.85,1044.35,1052.89
8/9/2002,1059,1067.61,1051.56,1054.84
8/12/2002,1053.59,1055.7,1045.53,1048.7
8/13/2002,1061.91,1087.88,1052.2,1087.88
8/14/2002,1079.86,1080.91,1068.23,1076.45
8/16/2002,1087.85,1097.09,1081.23,1081.23
8/19/2002,1084.46,1097.63,1082.93,1082.93
8/20/2002,1091.64,1092.68,1071.11,1071.11
8/21/2002,1072.87,1125.21,1068.46,1120.16
8/22/2002,1134.99,1145.32,1118.75,1118.75
8/23/2002,1117.84,1131.47,1115.91,1124.7
8/26/2002,1132.56,1132.56,1121.61,1131.99
8/27/2002,1131.93,1170.54,1131.93,1162.14
8/28/2002,1151.13,1151.23,1124.8,1132.1
8/29/2002,1125.9,1125.9,1106.29,1109.49
8/30/2002,1114.25,1124.03,1113.84,1124.03
9/2/2002,1124.63,1129.32,1118.08,1118.59
9/3/2002,1099.02,1099.62,1066.38,1067.49
9/4/2002,1062.9,1070.88,1029.57,1051.79
9/5/2002,1056.85,1059.99,1038.48,1039.21
9/6/2002,1043.77,1067.28,1041.06,1064.16
9/9/2002,1063.11,1071.81,1057.93,1071.8
9/10/2002,1083.55,1096.8,1083.37,1093.51
9/11/2002,1095.98,1114.84,1084.47,1109.72
9/12/2002,1103.83,1104.17,1077.88,1084.7
9/13/2002,1069.5,1076.74,1065.18,1068.34
9/16/2002,1064.84,1085.33,1064.75,1084.99
9/17/2002,1106.74,1114.69,1090.26,1090.26
9/18/2002,1080.15,1082.23,1066.44,1072.98
9/19/2002,1073.51,1082.61,1066.77,1072.94
9/20/2002,1082.55,1091.84,1075.52,1088.19
9/23/2002,1097.17,1097.17,1075.93,1077.79
9/24/2002,1072.73,1072.73,1045.62,1053.43
9/25/2002,1051.63,1076.67,1050.99,1074.25
9/26/2002,1077.52,1083.36,1065.9,1070.6
9/27/2002,1067.63,1067.63,1051.22,1063.69
9/30/2002,1049.4,1054.18,1039.79,1044.89
10/1/2002,1043.29,1050.81,1038.02,1039.2
10/2/2002,1055.05,1056.78,1041.03,1041.53
10/3/2002,1041.97,1052.97,1031.44,1052.97
10/4/2002,1053.01,1064.86,1050.26,1052.4
10/7/2002,1042.64,1043.7,1034.75,1039.89
10/8/2002,1044.86,1045.94,1037.67,1043.06
10/9/2002,1044.04,1048.52,1042.32,1044.24
10/10/2002,1057.16,1061.08,1046,1061.08
10/11/2002,1074.75,1095.91,1074.75,1087.55
10/14/2002,1088.52,1093.53,1077.36,1093.53
10/15/2002,1107.36,1125.76,1105.33,1121.46
10/16/2002,1117.9,1130.8,1105.37,1110.68
10/17/2002,1115.97,1120.14,1102.17,1113.17
10/18/2002,1112.88,1136.27,1112.88,1136.27
10/21/2002,1132.7,1147.29,1125.72,1136.1
10/22/2002,1145.07,1153.43,1139.74,1148.61
10/23/2002,1154.46,1165.5,1139.78,1148.39
10/24/2002,1151.63,1155.46,1134.81,1145.87
10/25/2002,1142.96,1149.19,1137.64,1141.8
10/28/2002,1149.58,1179.88,1148.75,1179.88
10/29/2002,1179.83,1194.27,1175.67,1181.99
10/30/2002,1175.24,1191.06,1169.76,1174.73
10/31/2002,1174.19,1188.02,1171.15,1179.39
11/4/2002,1195.44,1201.75,1185.88,1190.31
11/5/2002,1187.86,1187.86,1164.53,1169.32
11/6/2002,1172.64,1174.06,1143.06,1143.06
11/7/2002,1144.77,1151.18,1134.97,1134.97
11/8/2002,1134.59,1139.3,1126.94,1137.94
11/12/2002,1138.73,1147.53,1134.53,1141.94
11/13/2002,1140.74,1141.21,1131.01,1138.4
11/14/2002,1143.98,1165.78,1143.98,1152.16
11/15/2002,1156.29,1160.99,1141.43,1142.02
11/18/2002,1140.35,1151.97,1140.12,1149.72
11/19/2002,1147.97,1159.8,1145.78,1158.21
11/20/2002,1160.03,1163.29,1152.28,1161.81
11/21/2002,1168.77,1203,1168.77,1203
11/22/2002,1211.46,1215.85,1191.48,1205.36
11/25/2002,1208.88,1240.89,1201.95,1240.89
11/26/2002,1232.25,1241.92,1223.82,1227.75
11/27/2002,1221.16,1246.32,1217.02,1235.75
11/28/2002,1237.44,1243.51,1231.52,1233.68
11/29/2002,1234.71,1234.71,1219,1219
12/2/2002,1219,1262.32,1218.92,1256.03
12/3/2002,1248.11,1260.62,1244.55,1255.89
12/4/2002,1244.98,1258.51,1229.9,1231.56
12/5/2002,1234.86,1248.11,1234.86,1239.9
12/6/2002,1239.14,1239.76,1214.87,1219.66
12/9/2002,1216.63,1223.38,1209.13,1216.91
12/10/2002,1206.5,1208.14,1192.27,1193.89
12/11/2002,1194.67,1203.39,1182.15,1182.15
12/12/2002,1194.19,1198.08,1184.99,1196.41
12/13/2002,1195.82,1197.55,1185.64,1195.68
12/16/2002,1198.78,1209.75,1197.8,1200.65
12/17/2002,1208.05,1208.05,1193.81,1197.15
12/18/2002,1193.3,1193.3,1160.25,1160.25
12/19/2002,1162.94,1167.38,1146.64,1156.47
12/20/2002,1156.67,1162.37,1149.59,1153.13
12/23/2002,1154.92,1169.91,1154.92,1168.82
12/27/2002,1168.95,1181.54,1168.95,1178.66
12/30/2002,1179.29,1181.34,1171.55,1177.05
12/31/2002,1174.81,1179.39,1171.56,1175.64
1/2/2003,1171.99,1176.51,1160.7,1176.51
1/3/2003,1199.12,1221.1,1195.57,1218.49
1/6/2003,1225.6,1232.31,1211.49,1222.26
1/7/2003,1224.44,1230.92,1216.17,1224.11
1/8/2003,1213.99,1227.61,1207.75,1207.75
1/9/2003,1208.08,1209.13,1190.14,1208.45
1/10/2003,1209.01,1221.08,1201.6,1211.39
1/13/2003,1220.65,1247.7,1220.49,1242.29
1/14/2003,1240.08,1247.38,1229.3,1234.16
1/15/2003,1232.7,1241.28,1232.45,1233.65
1/16/2003,1223.65,1223.65,1207.86,1210.19
1/17/2003,1193.54,1202.01,1188.97,1192.84
1/20/2003,1191.6,1195.38,1184.97,1189.34
1/21/2003,1192.56,1195.38,1166.29,1173.55
1/22/2003,1169.29,1170.66,1151.74,1158.64
1/23/2003,1165.07,1181.51,1159.19,1172.87
1/24/2003,1171.48,1178.09,1140.44,1140.44
1/27/2003,1120.67,1126.25,1104.23,1117.55
1/28/2003,1116.34,1126.06,1111.58,1121.24
1/29/2003,1105.14,1128.13,1096.09,1125.91
1/30/2003,1128.88,1134.39,1111.4,1111.43
1/31/2003,1104.33,1117.36,1104.33,1115.87
2/3/2003,1122.26,1141.96,1122.26,1138.48
2/4/2003,1135.86,1135.86,1112.96,1113.26
2/5/2003,1109.2,1118.34,1107.18,1111.32
2/6/2003,1105.86,1112.01,1090.35,1090.35
2/7/2003,1084.56,1103.62,1083.92,1099.15
2/10/2003,1098.05,1110.62,1097.02,1109.03
2/11/2003,1118,1123.99,1112.18,1114.88
2/12/2003,1109.3,1109.3,1100.9,1101.58
2/13/2003,1098.76,1115.71,1096.3,1110.35
2/14/2003,1110.32,1112.27,1100.84,1109
2/17/2003,1128.73,1131.83,1120.32,1127.45
2/18/2003,1128.17,1128.17,1116.17,1119.04
2/19/2003,1114.66,1115.63,1104.98,1107.5
2/20/2003,1106.53,1123.02,1105.25,1123.02
2/21/2003,1117.52,1122.71,1115.54,1116.44
2/24/2003,1113.96,1121.24,1105.48,1105.48
2/25/2003,1102.36,1102.36,1083.5,1085.71
